STATE,CLASSIFICATION BASED ON SECTOR,YEAR,total_value_actuals,v_2013,v_2022,n_years,cagr,v_2023_calc
Sikkim,SECONDARY SECTOR,2018,1.34534E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2019,1.45814E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2020,1.53662E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2021,1.70219E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2022,1.8977E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2023,2.1486E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,SECONDARY SECTOR,2024,2.42718E+11,63344136710,1.8977E+11,9,0.129657413,2.15E+11
Sikkim,TERTIARY SECTOR,2013,31454021360,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2014,35605876290,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2015,39266973240,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2016,44503131080,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2017,46912567830,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2018,52077882650,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2019,62003465791,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2020,78551205683,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2021,67376367973,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2022,78362245846,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2023,89560000000,31454021360,78362245846,9,0.10674573,8.96E+10
Sikkim,TERTIARY SECTOR,2024,99120147610,31454021360,78362245846,9,0.10674573,8.96E+10
Tamil Nadu,PRIMARY SECTOR,2013,8.21481E+11,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2014,1.05467E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2015,1.24879E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2016,1.2916E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2017,1.33661E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2018,1.5875E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2019,1.71202E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2020,1.91725E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2021,2.18841E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2022,2.45099E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2023,2.65425E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,PRIMARY SECTOR,2024,3.0009E+12,8.21481E+11,2.45099E+12,9,0.129143985,2.65E+12
Tamil Nadu,SECONDARY SECTOR,2013,2.52002E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2014,2.53792E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2015,2.67789E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2016,3.14914E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2017,3.54142E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2018,3.98474E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2019,4.44541E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2020,4.52928E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2021,4.61899E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2022,5.57068E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2023,6.42719E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,SECONDARY SECTOR,2024,7.24038E+12,2.52002E+12,5.57068E+12,9,0.092139793,6.43E+12
Tamil Nadu,TERTIARY SECTOR,2013,3.64091E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2014,4.18865E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2015,4.74848E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2016,5.12924E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2017,5.65331E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2018,6.26245E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2019,7.12539E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2020,7.78367E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2021,7.84527E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2022,8.95889E+12,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2023,1.0195E+13,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Tamil Nadu,TERTIARY SECTOR,2024,1.16618E+13,3.64091E+12,8.95889E+12,9,0.10522162,1.02E+13
Telangana,PRIMARY SECTOR,2013,7.47448E+11,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2014,8.25981E+11,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2015,8.37709E+11,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2016,8.48594E+11,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2017,9.98165E+11,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2018,1.14983E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2019,1.35587E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2020,1.71774E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2021,1.84704E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2022,1.9642E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2023,2.15371E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,PRIMARY SECTOR,2024,2.2573E+12,7.47448E+11,1.9642E+12,9,0.113327169,2.15E+12
Telangana,SECONDARY SECTOR,2013,7.23152E+11,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2014,7.68357E+11,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2015,7.62932E+11,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2016,9.3796E+11,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2017,9.56197E+11,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2018,1.11152E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2019,1.2992E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2020,1.32514E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2021,1.31662E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2022,1.52469E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2023,1.66583E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,SECONDARY SECTOR,2024,1.83407E+12,7.23152E+11,1.52469E+12,9,0.086412068,1.67E+12
Telangana,TERTIARY SECTOR,2013,1.90639E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2014,2.18997E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2015,2.56866E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2016,2.96772E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2017,3.44236E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2018,3.83419E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2019,4.32402E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2020,4.79303E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2021,4.58245E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2022,5.75065E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2023,6.91544E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Telangana,TERTIARY SECTOR,2024,7.93422E+12,1.90639E+12,5.75065E+12,9,0.130520416,6.92E+12
Tripura,PRIMARY SECTOR,2013,65753900000,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2014,78527300000,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2015,1.134E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2016,1.40278E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2017,1.52477E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2018,1.60346E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2019,1.87563E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2020,2.11824E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2021,2.25054E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2022,2.53085E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2023,2.9458E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,PRIMARY SECTOR,2024,3.4217E+11,65753900000,2.53085E+11,9,0.161551,2.95E+11
Tripura,SECONDARY SECTOR,2013,28984800000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2014,31710200000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2015,36563600000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2016,38192000000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2017,43798400000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2018,49105800000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2019,55316300000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2020,49867700000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2021,50451800000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2022,57155400000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2023,62170000000,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,SECONDARY SECTOR,2024,67041864694,28984800000,57155400000,9,0.078363595,6.22E+10
Tripura,TERTIARY SECTOR,2013,97834500000,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2014,1.17518E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2015,1.09786E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2016,1.34149E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2017,1.42905E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2018,1.71963E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2019,1.87025E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2020,2.02842E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2021,1.80654E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2022,2.27861E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2023,2.7303E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Tripura,TERTIARY SECTOR,2024,2.99922E+11,97834500000,2.27861E+11,9,0.098493439,2.73E+11
Uttar Pradesh,PRIMARY SECTOR,2013,2.03062E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2014,2.26383E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2015,2.31865E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2016,2.58698E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2017,2.81792E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2018,3.20717E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2019,3.43354E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2020,3.63545E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2021,3.83237E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2022,4.44385E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2023,5.10891E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,PRIMARY SECTOR,2024,5.73147E+12,2.03062E+12,4.44385E+12,9,0.090918368,5.11E+12
Uttar Pradesh,SECONDARY SECTOR,2013,1.73781E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2014,2.00169E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2015,2.03413E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2016,2.34166E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2017,2.95815E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2018,3.03966E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2019,3.20201E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2020,3.36553E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2021,3.26902E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2022,4.18555E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2023,4.70589E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,SECONDARY SECTOR,2024,5.30716E+12,1.73781E+12,4.18555E+12,9,0.102596793,4.71E+12
Uttar Pradesh,TERTIARY SECTOR,2013,3.10965E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2014,3.52482E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2015,3.93723E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2016,4.36365E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2017,4.76213E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2018,5.38687E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2019,5.95104E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2020,6.49791E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2021,5.77926E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2022,6.85152E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2023,7.87588E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttar Pradesh,TERTIARY SECTOR,2024,8.892E+12,3.10965E+12,6.85152E+12,9,0.091740827,7.88E+12
Uttarakhand,PRIMARY SECTOR,2013,1.56265E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2014,1.67591E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2015,1.63352E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2016,1.60618E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2017,1.70107E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2018,1.94446E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2019,2.03922E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2020,2.31503E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2021,2.57898E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2022,2.57766E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2023,2.6327E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,PRIMARY SECTOR,2024,2.8209E+11,1.56265E+11,2.57766E+11,9,0.05718681,2.63E+11
Uttarakhand,SECONDARY SECTOR,2013,5.61126E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2014,6.20481E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2015,6.74384E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2016,7.35086E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2017,8.13449E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2018,8.88871E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2019,9.30239E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2020,9.26669E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2021,8.2066E+11,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2022,1.01486E+12,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2023,1.1741E+12,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,SECONDARY SECTOR,2024,1.38339E+12,5.61126E+11,1.01486E+12,9,0.068055521,1.17E+12
Uttarakhand,TERTIARY SECTOR,2013,3.74382E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2014,4.34364E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2015,4.90634E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2016,5.51388E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2017,6.15357E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2018,7.00154E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2019,7.60866E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2020,8.21209E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2021,7.67281E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2022,9.29308E+11,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2023,1.06935E+12,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
Uttarakhand,TERTIARY SECTOR,2024,1.18951E+12,3.74382E+11,9.29308E+11,9,0.10629686,1.07E+12
West Bengal,PRIMARY SECTOR,2013,1.38223E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2014,1.64697E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2015,1.64296E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2016,1.82102E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2017,1.91874E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2018,2.1462E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2019,2.32266E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2020,2.43045E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2021,2.54156E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2022,2.68718E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2023,2.88506E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,PRIMARY SECTOR,2024,3.05142E+12,1.38223E+12,2.68718E+12,9,0.076662718,2.89E+12
West Bengal,SECONDARY SECTOR,2013,1.15778E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2014,1.23992E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2015,1.18898E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2016,1.35173E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2017,1.51581E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2018,1.71145E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2019,2.02693E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2020,2.01678E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2021,2.04771E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2022,2.55634E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2023,3.02594E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,SECONDARY SECTOR,2024,3.18118E+12,1.15778E+12,2.55634E+12,9,0.091996518,3.03E+12
West Bengal,TERTIARY SECTOR,2013,2.60264E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2014,2.9502E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2015,3.29017E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2016,3.6158E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2017,3.97391E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2018,4.439E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2019,4.9409E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2020,5.51777E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2021,5.03735E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
West Bengal,TERTIARY SECTOR,2022,5.97942E+12,2.60264E+12,5.97942E+12,9,0.096827234,7.05E+12
